audio,text,Pilot Reply,Message Label
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_097.wav,roger fly heading three three zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_138.wav,oscar hot= disregard ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_075.wav,jet set one four two nine contact rhein one two seven three seven good day ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_133.wav,speedbird one two two radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_022.wav,lufthansa eight two six eight contact zurich on one three four six good day ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_034.wav,georgia zero three seven good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_001.wav,india oscar kilo call rhein on one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_035.wav,olympic one four four for separation turn left one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_091.wav,lufthansa four six five two call zurich on one three four six good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_076.wav,lufthansa four six five two climb to flight level three one zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_101.wav,alitalia four eight seven good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_070.wav,turn left one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_105.wav,speedbird one two four good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_081.wav,and alitalia four zero one direct trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_086.wav,german air force five eight five call rhein on one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_010.wav,swissair nine three five two good morning in radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_072.wav,delta papa alfa good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_087.wav,aero lloyd five nine zero contact zurich on one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_045.wav,hapag lloyd six five three rhein ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_041.wav,air malta zero zero four now proceed direct to frankfurt ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_057.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_040.wav,constellation two two five one call rhein on one three two four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_054.wav,sabena seven eight one six good morning in radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_042.wav,olympic one four four now proceed direct to kempten ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_049.wav,sobelair two five five seven call rhein on one three two four good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_129.wav,midland seven two zero good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_028.wav,hapag lloyd six five three call zurich on one three four six good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_116.wav,sierra alfa fox one one two maintain your heading and call us frequency one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_099.wav,swissair four eight eight roger you were sent us a wrong frequency come up on one three two decimal four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_156.wav,alitalia four one three buongiorno climb to flight level two five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_117.wav,lufthansa four four one six call zurich on one three four six good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_036.wav,air malta zero zero four good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_115.wav,oscar oscar papa hotel india good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_077.wav,belstar five two six hotel radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_047.wav,swissair six five two zero call rhein on one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_033.wav,alitalia one one seven good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_137.wav,sabena nine three six nine proceed direct trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_124.wav,turkair five one five one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_120.wav,belstar five zero two hotel contact rhein one three two four good day ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_008.wav,ah [NONSENSE] station calling rhein say again please ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_102.wav,lufthansa four four one six climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_109.wav,alitalia four eight five call zurich on one three three decimal four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_059.wav,transwede one zero seven call zurich on one three four decimal six good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_104.wav,belstar five zero two hotel good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_098.wav,swissair four eight eight what's your position ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_093.wav,sabena seven eight one six rhein one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_029.wav,ah good morning olympic one four four in radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_092.wav,~k ~l ~m two six four call rhein one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_114.wav,@nafamens three five good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_089.wav,sierra alfa fox one one two good morning in radar contact and ah roger on non ~r ~v ~s ~m ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_141.wav,lufthansa three six three eight can you accept level three five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_020.wav,good morning malaysian two radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_147.wav,britannia two three six alfa turn right to trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_027.wav,~k ~l ~m three hundred kilo good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_080.wav,alitalia four zero one good morning climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_148.wav,europa three six three call rhein on one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_056.wav,jet set one four two nine radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_094.wav,lufthansa four four one six good morning continue present heading i'll call you for higher ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_013.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_082.wav,ah german air force five eight five direct frankfurt ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_044.wav,georgia zero three seven call rhein on one two seven three seven good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_107.wav,lufthansa four four one six direct to trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_139.wav,alitalia one five seven buongiorno radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_050.wav,olympic one four four call rhein on one three two four good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_126.wav,sabena nine three six nine good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_021.wav,leisure six zero two four good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_069.wav,sabena eight three two turn left one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_060.wav,alitalia one one seven zurich on one three three decimal four good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_131.wav,alitalia one four nine radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_121.wav,lufthansa three five five six ah good morning in radar contact climb to flight level two nine zero and climb with two thousand feet per minute or more until passing two six zero ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_100.wav,britannia triple two alfa radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_079.wav,netherlands air force four one four proceed direct to trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_127.wav,britannia two three six alfa good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_084.wav,~k ~l ~m two six four direct to nattenheim ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_122.wav,alitalia two nine two radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_031.wav,sobelair two five five seven good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_096.wav,sierra alfa fox one one two what's your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_064.wav,netherlands four one four roger understand non ~r ~v ~s ~m ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_039.wav,leisure six zero two four contact rhein on one two seven three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_062.wav,netherlands air four one four good morning radar contact report your heading ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_095.wav,delta papa alfa turn right by one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_146.wav,lufthansa three five five six call zurich on one three four decimal six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_048.wav,german air force five eight five non ~r ~v ~s ~m in radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_023.wav,fox sierra india call zurich on one three four six good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm3/sm3_02/sm3_02_103.wav,delta india mike lima lima good morning radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
